STN_NAME,DD,MONTH,YEAR,T,GGGG,DDD,FF,FMFM,VIS,WX_CODE,WEATHER,N,CL1,CL2,CL3,CL4,CL5,CL6,DB,DP,QFE,QFF,QNH,RRR
ADAMPUR,03,01,2024,1,0800,999,01,,1000,10,MIST,9,,,,,,, 08.4, 07.1,989.3,1019.0,1018.7,
ADAMPUR,03,01,2024,4,0830,999,01,,1200,10,MIST,9,,,,,,, 09.0, 06.8,989.8,1019.5,1019.2, 000.0
ADAMPUR,03,01,2024,1,0900,999,01,,1200,10,MIST,9,,,,,,, 09.4, 07.3,990.0,1019.6,1019.4,
ADAMPUR,03,01,2024,1,0930,999,01,,1200,10,MIST,9,,,,,,, 09.6, 07.5,990.2,1019.8,1019.7,
ADAMPUR,03,01,2024,1,1000,999,01,,1500,10,MIST,9,,,,,,, 09.6, 07.9,990.7,1020.3,1020.2,
ADAMPUR,03,01,2024,1,1030,999,01,,1800,10,MIST,9,,,,,,, 09.6, 08.3,991.3,1020.8,1021.0,
ADAMPUR,03,01,2024,1,1100,999,01,,2000,10,MIST,9,,,,,,, 09.8, 08.1,991.9,1021.6,1021.4,
ADAMPUR,03,01,2024,4,1130,999,02,,2500,10,MIST,6,4612,4620,,,,, 11.0, 09.9,992.0,1021.7,1021.6, 000.0
ADAMPUR,03,01,2024,1,1200,999,02,,2500,10,MIST,5,3620,3625,,,,, 11.5, 09.6,991.7,1021.4,1021.3,
ADAMPUR,03,01,2024,1,1230,999,02,,2500,10,MIST,4,4625,,,,,, 12.4, 10.3,991.6,1021.1,1021.1,
ADAMPUR,03,01,2024,1,1300,999,02,,2500,10,MIST,3,3625,,,,,, 12.8, 10.5,991.0,1020.4,1020.5,
ADAMPUR,03,01,2024,1,1330,999,02,,2500,10,MIST,2,2625,,,,,, 14.2, 10.0,990.2,1019.4,1019.7,
ADAMPUR,03,01,2024,1,1400,999,02,,2500,05,HAZE,1,1625,,,,,, 14.4, 09.8,990.2,1019.4,1019.7,
ADAMPUR,03,01,2024,4,1430,320,05,,2500,10,MIST,0,,,,,,, 14.4, 11.1,990.0,1019.2,1019.4, 000.0
ADAMPUR,03,01,2024,1,1500,350,03,,2000,10,MIST,0,,,,,,, 14.3, 11.0,989.5,1018.8,1019.0,
ADAMPUR,03,01,2024,1,1530,350,04,,2500,10,MIST,0,,,,,,, 14.4, 11.2,989.2,1018.4,1018.6,
ADAMPUR,03,01,2024,1,1600,340,05,,2000,10,MIST,0,,,,,,, 13.7, 10.9,989.0,1018.3,1018.4,
ADAMPUR,03,01,2024,1,1630,330,06,,1800,10,MIST,0,,,,,,, 13.0, 10.7,989.0,1018.4,1018.4,
ADAMPUR,03,01,2024,1,1700,310,04,,1500,10,MIST,0,,,,,,, 11.8, 10.2,988.7,1018.3,1018.2,
ADAMPUR,03,01,2024,4,1730,320,04,,1200,10,MIST,0,,,,,,, 09.7, 08.6,988.7,1018.4,1018.1, 000.0
ADAMPUR,03,01,2024,1,1800,320,05,,1000,10,MIST,0,,,,,,, 08.8, 08.2,988.7,1018.5,1018.1,
ADAMPUR,03,01,2024,1,1830,330,05,,0800,11,SHALLOW FOG,0,,,,,,, 07.9, 07.3,988.9,1018.8,1018.3,
ADAMPUR,03,01,2024,1,1900,330,04,,0800,11,SHALLOW FOG,0,,,,,,, 07.4, 06.8,988.9,1018.9,1018.3,
ADAMPUR,03,01,2024,1,1930,330,03,,0800,11,SHALLOW FOG,0,,,,,,, 06.9, 06.2,988.9,1019.0,1018.3,
ADAMPUR,03,01,2024,1,2000,330,03,,0800,11,SHALLOW FOG,0,,,,,,, 06.6, 05.7,989.0,1019.1,1018.4,
ADAMPUR,03,01,2024,4,2030,999,02,,0800,11,SHALLOW FOG,0,,,,,,, 06.5, 05.3,989.0,1019.2,1018.5, 000.0
ADAMPUR,03,01,2024,1,2100,999,01,,0500,44,FOG,0,,,,,,, 06.3, 04.8,989.0,1019.2,1018.5,
ADAMPUR,03,01,2024,1,2200,999,02,,0400,46,FOG,0,,,,,,, 04.8, 03.0,989.4,1019.7,1018.8,
ADAMPUR,03,01,2024,1,2300,320,04,,0400,44,FOG,0,,,,,,, 05.7, 02.7,989.4,1019.7,1018.9,
ADAMPUR,03,01,2024,4,2330,320,05,,0400,44,FOG,0,,,,,,, 05.7, 02.7,989.2,1019.4,1018.7, 000.0
ADAMPUR,04,01,2024,1,0000,340,06,,0400,44,FOG,0,,,,,,, 05.8, 03.0,989.2,1019.4,1018.7,
ADAMPUR,04,01,2024,1,0100,320,05,,0200,47,FOG,9,,,,,,, 05.7, 03.1,989.3,1019.5,1018.7,
ADAMPUR,04,01,2024,1,0200,320,05,,0100,47,FOG,9,,,,,,, 06.0, 05.0,989.5,1019.7,1018.9,
ADAMPUR,04,01,2024,4,0230,320,05,,0100,45,FOG,9,,,,,,, 06.0, 05.2,989.5,1019.8,1019.0, 000.0
ADAMPUR,04,01,2024,1,0300,340,06,,0100,45,FOG,9,,,,,,, 06.2, 05.2,989.5,1019.8,1019.0,
ADAMPUR,04,01,2024,1,0400,340,05,,0000,47,FOG,9,,,,,,, 06.0, 05.0,989.2,1019.4,1018.6,
ADAMPUR,04,01,2024,1,0500,330,05,,0000,45,FOG,9,,,,,,, 05.8, 04.8,989.2,1018.4,1018.6,
ADAMPUR,04,01,2024,4,0530,340,05,,0000,45,FOG,9,,,,,,, 05.6, 04.6,989.5,1019.7,1018.9, 000.0
ADAMPUR,04,01,2024,1,0600,330,05,,0000,45,FOG,9,,,,,,, 06.0, 05.5,989.7,1019.9,1019.1,
ADAMPUR,04,01,2024,1,0630,340,04,,0000,45,FOG,9,,,,,,, 06.3, 05.8,989.9,1020.1,1019.3,
ADAMPUR,04,01,2024,1,0700,320,05,,0000,45,FOG,9,,,,,,, 06.0, 05.5,990.3,1020.6,1019.8,
ADAMPUR,04,01,2024,1,0730,340,04,,0000,45,FOG,9,,,,,,, 05.9, 05.4,990.7,1021.1,1020.2,
ADAMPUR,04,01,2024,1,0800,280,04,,0000,45,FOG,9,,,,,,, 06.1, 05.6,991.2,1021.6,1020.7,
ADAMPUR,04,01,2024,4,0830,999,02,,0050,43,FOG,9,,,,,,, 06.3, 05.8,991.7,1022.0,1021.2, 000.0
ADAMPUR,04,01,2024,1,0900,290,04,,0050,45,FOG,9,,,,,,, 06.3, 05.8,992.5,1022.8,1022.0,
ADAMPUR,04,01,2024,1,0930,290,03,,0100,43,FOG,9,,,,,,, 06.2, 05.7,992.9,1023.2,1022.4,
ADAMPUR,04,01,2024,1,1000,310,04,,0200,43,FOG,9,,,,,,, 06.3, 05.8,993.2,1023.6,1022.8,
ADAMPUR,04,01,2024,1,1030,360,04,,0200,45,FOG,9,,,,,,, 06.5, 05.6,993.2,1023.6,1022.8,
ADAMPUR,04,01,2024,1,1100,999,01,,0200,45,FOG,9,,,,,,, 06.8, 05.8,993.2,1023.4,1022.7,
ADAMPUR,04,01,2024,4,1130,999,02,,0500,42,FOG,9,,,,,,, 07.0, 05.6,992.7,1022.9,1022.2, 000.0
ADAMPUR,04,01,2024,1,1200,999,01,,0500,45,FOG,9,,,,,,, 07.4, 06.0,992.2,1022.4,1021.7,
ADAMPUR,04,01,2024,1,1230,999,02,,0800,43,FOG,9,,,,,,, 07.8, 06.4,991.4,1021.5,1020.8,
ADAMPUR,04,01,2024,1,1300,330,03,,0800,45,FOG,9,,,,,,, 08.0, 06.6,990.8,1020.9,1020.3,
ADAMPUR,04,01,2024,1,1330,999,01,,1200,10,MIST,9,,,,,,, 08.2, 06.9,990.5,1020.5,1019.9,
ADAMPUR,04,01,2024,1,1400,999,02,,1500,10,MIST,9,,,,,,, 08.8, 07.1,990.0,1020.1,1019.5,
ADAMPUR,04,01,2024,4,1430,270,03,,1500,10,MIST,9,,,,,,, 09.0, 07.7,989.7,1019.7,1019.1, 000.0
ADAMPUR,04,01,2024,1,1500,280,04,,1500,10,MIST,9,,,,,,, 09.0, 08.1,989.2,1019.2,1018.7,
ADAMPUR,04,01,2024,1,1530,330,05,,1200,10,MIST,9,,,,,,, 08.8, 07.9,989.0,1018.9,1018.4,
ADAMPUR,04,01,2024,1,1600,290,03,,1000,10,MIST,9,,,,,,, 08.8, 07.9,988.7,1018.7,1018.2,
ADAMPUR,04,01,2024,1,1630,300,03,,0800,47,FOG,9,,,,,,, 08.4, 07.9,988.7,1018.8,1018.2,
ADAMPUR,04,01,2024,1,1700,330,05,,0800,45,FOG,9,,,,,,, 08.2, 07.7,988.7,1018.8,1018.2,
ADAMPUR,04,01,2024,4,1730,320,05,,0800,45,FOG,9,,,,,,, 08.0, 07.5,988.9,1018.9,1018.3, 000.0
ADAMPUR,04,01,2024,1,1800,300,06,,0600,47,FOG,9,,,,,,, 07.8, 07.3,989.1,1019.2,1018.5,
ADAMPUR,04,01,2024,1,1830,340,04,,0400,47,FOG,9,,,,,,, 07.6, 07.2,989.4,1019.4,1018.8,
ADAMPUR,04,01,2024,1,1900,320,05,,0200,47,FOG,9,,,,,,, 07.6, 07.2,989.7,1019.8,1019.1,
ADAMPUR,04,01,2024,1,1930,320,04,,0200,45,FOG,9,,,,,,, 07.8, 07.3,989.7,1019.8,1019.2,
ADAMPUR,04,01,2024,1,2000,330,04,,0200,45,FOG,9,,,,,,, 07.8, 07.3,989.9,1019.9,1019.3,
ADAMPUR,04,01,2024,4,2030,340,04,,0200,45,FOG,9,,,,,,, 07.8, 07.2,990.0,1020.1,1019.4, 000.0
ADAMPUR,04,01,2024,1,2100,320,03,,0200,45,FOG,9,,,,,,, 07.9, 07.2,990.0,1020.1,1019.5,
ADAMPUR,04,01,2024,1,2200,330,03,,0200,45,FOG,9,,,,,,, 07.6, 07.1,989.8,1019.9,1019.2,
ADAMPUR,04,01,2024,1,2300,340,04,,0000,45,FOG,9,,,,,,, 07.6, 07.1,989.5,1019.6,1018.9,
ADAMPUR,04,01,2024,4,2330,020,03,,0000,45,FOG,9,,,,,,, 07.3, 06.6,989.2,1019.3,1018.6, 000.0
ADAMPUR,05,01,2024,1,0000,330,04,,0000,45,FOG,9,,,,,,, 07.1, 06.4,989.2,1019.3,1018.6,
ADAMPUR,05,01,2024,1,0100,330,05,,0000,45,FOG,9,,,,,,, 07.1, 06.4,989.2,1019.3,1018.6,
ADAMPUR,05,01,2024,1,0200,010,05,,0000,45,FOG,9,,,,,,, 06.7, 06.0,989.0,1019.2,1018.5,
ADAMPUR,05,01,2024,4,0230,360,04,,0000,45,FOG,9,,,,,,, 06.7, 06.0,989.0,1019.1,1018.4, 000.0
ADAMPUR,05,01,2024,1,0300,020,04,,0000,45,FOG,9,,,,,,, 06.5, 06.0,989.0,1019.2,1018.4,
ADAMPUR,05,01,2024,1,0400,350,04,,0000,45,FOG,9,,,,,,, 06.4, 05.9,988.7,1018.9,1018.1,
ADAMPUR,05,01,2024,1,0500,330,03,,0000,45,FOG,9,,,,,,, 06.4, 05.9,988.5,1018.7,1017.9,
ADAMPUR,05,01,2024,4,0530,320,03,,0000,45,FOG,9,,,,,,, 06.4, 05.9,988.7,1019.0,1018.2, 000.0
ADAMPUR,05,01,2024,1,0600,020,02,,0000,45,FOG,9,,,,,,, 06.4, 05.9,989.0,1019.2,1018.4,
ADAMPUR,05,01,2024,1,0630,350,02,,0000,45,FOG,9,,,,,,, 06.3, 05.5,989.2,1019.4,1018.6,
ADAMPUR,05,01,2024,1,0700,010,01,,0000,45,FOG,9,,,,,,, 06.4, 05.6,989.4,1019.6,1018.8,
ADAMPUR,05,01,2024,1,0730,999,01,,0000,45,FOG,9,,,,,,, 06.5, 06.0,989.7,1019.9,1019.1,
ADAMPUR,05,01,2024,1,0800,999,01,,0000,45,FOG,9,,,,,,, 06.6, 06.1,990.2,1020.4,1019.6,
ADAMPUR,05,01,2024,4,0830,999,02,,0100,43,FOG,9,,,,,,, 06.5, 06.0,990.4,1020.7,1019.9, 000.0
ADAMPUR,05,01,2024,1,0900,999,02,,0100,45,FOG,9,,,,,,, 06.6, 06.1,991.0,1021.3,1020.5,
ADAMPUR,05,01,2024,1,0930,999,02,,0200,43,FOG,9,,,,,,, 06.6, 06.1,991.0,1021.3,1020.5,
ADAMPUR,05,01,2024,1,1000,999,02,,0300,43,FOG,9,,,,,,, 06.4, 05.9,991.8,1022.1,1021.3,
ADAMPUR,05,01,2024,1,1030,999,01,,0600,43,FOG,9,,,,,,, 06.7, 06.0,992.0,1022.2,1021.5,
ADAMPUR,05,01,2024,1,1100,999,01,,0800,43,FOG,9,,,,,,, 07.1, 06.4,992.2,1022.4,1021.7,
ADAMPUR,05,01,2024,4,1130,999,01,,1000,10,MIST,9,,,,,,, 07.1, 06.4,991.9,1022.1,1021.4, 000.0
ADAMPUR,05,01,2024,1,1200,330,03,,1000,10,MIST,9,,,,,,, 07.2, 06.4,991.7,1021.9,1021.2,
ADAMPUR,05,01,2024,1,1230,310,04,,1200,10,MIST,9,,,,,,, 07.5, 06.6,991.2,1021.4,1020.7,
ADAMPUR,05,01,2024,1,1300,350,04,,1500,10,MIST,9,,,,,,, 07.8, 07.1,990.7,1020.9,1020.2,
ADAMPUR,05,01,2024,1,1330,350,04,,1500,10,MIST,9,,,,,,, 07.9, 07.2,990.2,1020.4,1019.7,
ADAMPUR,05,01,2024,1,1400,350,04,,1500,10,MIST,9,,,,,,, 08.2, 07.5,989.9,1019.9,1019.3,
ADAMPUR,05,01,2024,4,1430,999,02,,1500,10,MIST,9,,,,,,, 08.6, 07.7,989.5,1019.4,1018.9, 000.0
ADAMPUR,05,01,2024,1,1500,350,03,,1500,10,MIST,9,,,,,,, 08.8, 07.9,989.4,1019.3,1018.8,
ADAMPUR,05,01,2024,1,1530,000,00,,1800,10,MIST,6,3612,4620,,,,, 09.6, 08.8,989.4,1019.3,1018.9,
ADAMPUR,05,01,2024,1,1600,320,02,,2300,10,MIST,5,2615,3620,2360,,,, 09.6, 07.9,989.3,1019.2,1018.8,
ADAMPUR,05,01,2024,1,1630,310,02,,2000,10,MIST,5,3620,3360,,,,, 09.6, 07.9,989.4,1019.3,1018.8,
