STN_NAME,DD,MONTH,YEAR,T,GGGG,DDD,FF,FMFM,VIS,WX_CODE,WEATHER,N,CL1,CL2,CL3,CL4,CL5,CL6,DB,DP,QFE,QFF,QNH,RRR
GWALIOR,01,01,2024,1,2230,000,00,,0100,47,FOG,9,,,,,,, 11.5, 11.5,997.2,1019.9,1019.8,
GWALIOR,01,01,2024,1,2300,999,02,,0100,45,FOG,9,,,,,,, 11.4, 11.4,996.9,1019.6,1019.5,
GWALIOR,01,01,2024,4,2330,999,02,,0100,45,FOG,9,,,,,,, 11.4, 11.4,996.7,1019.4,1019.3, 000.0
GWALIOR,02,01,2024,1,0000,999,02,,0100,47,FOG,9,,,,,,, 11.3, 11.3,996.5,1019.2,1019.1,
GWALIOR,02,01,2024,1,0030,999,02,,0100,45,FOG,9,,,,,,, 11.1, 11.1,996.4,1019.1,1019.0,
GWALIOR,02,01,2024,1,0100,999,01,,0300,43,FOG,9,,,,,,, 11.1, 11.1,996.2,1018.9,1018.7,
GWALIOR,02,01,2024,1,0130,999,02,,0300,45,FOG,9,,,,,,, 11.1, 11.1,996.2,1018.9,1018.7,
GWALIOR,02,01,2024,1,0200,999,02,,0300,45,FOG,9,,,,,,, 11.0, 11.0,996.2,1019.0,1018.8,
GWALIOR,02,01,2024,4,0230,999,01,,0300,47,FOG,9,,,,,,, 11.0, 11.0,996.1,1018.9,1018.7, 000.0
GWALIOR,02,01,2024,1,0300,999,01,,0300,45,FOG,9,,,,,,, 11.1, 11.1,996.0,1018.8,1018.6,
GWALIOR,02,01,2024,1,0330,999,01,,0300,45,FOG,9,,,,,,, 11.2, 11.2,996.0,1018.7,1018.6,
GWALIOR,02,01,2024,1,0400,999,01,,0300,45,FOG,9,,,,,,, 11.2, 11.1,995.7,1018.5,1018.3,
GWALIOR,02,01,2024,1,0430,999,01,,0300,45,FOG,9,,,,,,, 11.0, 11.0,995.8,1018.6,1018.4,
GWALIOR,02,01,2024,1,0500,999,01,,0300,45,FOG,9,,,,,,, 11.0, 11.0,996.0,1018.7,1018.5,
GWALIOR,02,01,2024,4,0530,999,01,,0300,45,FOG,9,,,,,,, 11.0, 10.8,996.1,1018.8,1018.7, 000.0
GWALIOR,02,01,2024,1,0600,999,02,,0300,45,FOG,9,,,,,,, 10.9, 10.9,996.5,1019.2,1019.1,
GWALIOR,02,01,2024,1,0630,999,02,,0300,45,FOG,9,,,,,,, 10.8, 10.6,996.7,1019.5,1019.4,
GWALIOR,02,01,2024,1,0700,999,02,,0500,43,FOG,9,,,,,,, 10.8, 10.8,997.1,1019.9,1019.7,
GWALIOR,02,01,2024,1,0730,000,00,,0500,45,FOG,9,,,,,,, 10.8, 10.8,997.2,1020.0,1019.9,
GWALIOR,02,01,2024,1,0800,999,01,,0500,45,FOG,9,,,,,,, 10.8, 10.7,997.5,1020.3,1020.2,
GWALIOR,02,01,2024,4,0830,999,02,,0500,45,FOG,9,,,,,,, 10.9, 10.8,997.7,1020.4,1020.3, 000.0
GWALIOR,02,01,2024,1,0900,999,01,,0500,45,FOG,9,,,,,,, 11.0, 10.9,998.0,1020.7,1020.6,
GWALIOR,02,01,2024,1,0930,999,01,,0600,43,FOG,9,,,,,,, 11.3, 11.1,998.5,1021.2,1021.1,
GWALIOR,02,01,2024,1,1000,000,00,,0600,45,FOG,9,,,,,,, 11.8, 11.6,998.6,1021.3,1021.3,
GWALIOR,02,01,2024,1,1030,999,02,,0600,45,FOG,9,,,,,,, 11.9, 11.7,998.4,1021.1,1021.0,
GWALIOR,02,01,2024,1,1100,010,04,,0700,43,FOG,9,,,,,,, 12.4, 12.1,998.0,1020.7,1020.7,
GWALIOR,02,01,2024,4,1130,020,04,,0800,43,FOG,9,,,,,,, 12.8, 12.3,997.5,1020.2,1020.2, 000.0
GWALIOR,02,01,2024,1,1200,330,04,,0800,45,FOG,9,,,,,,, 12.6, 11.6,997.0,1019.7,1019.7,
GWALIOR,02,01,2024,1,1230,020,03,,0900,43,FOG,9,,,,,,, 13.1, 10.8,996.7,1019.2,1019.3,
GWALIOR,02,01,2024,1,1300,020,03,,1000,45,FOG,9,,,,,,, 13.0, 10.2,996.2,1018.7,1018.7,
GWALIOR,02,01,2024,1,1330,040,04,,1000,10,MIST,9,,,,,,, 13.6, 10.4,995.7,1018.2,1018.2,
GWALIOR,02,01,2024,1,1400,360,05,,1200,10,MIST,0,,,,,,, 13.4, 10.1,995.2,1017.7,1017.8,
GWALIOR,02,01,2024,4,1430,999,02,,1500,10,MIST,0,,,,,,, 13.9, 10.3,995.2,1017.7,1017.8, 000.0
GWALIOR,02,01,2024,1,1500,020,03,,1500,10,MIST,0,,,,,,, 13.7, 10.1,994.7,1017.3,1017.3,
GWALIOR,02,01,2024,1,1530,010,04,,1500,10,MIST,4,4615,,,,,, 14.0, 10.4,994.5,1016.9,1017.0,
GWALIOR,02,01,2024,1,1600,020,03,,1500,10,MIST,4,4615,,,,,, 13.8, 10.5,994.4,1016.8,1016.9,
GWALIOR,02,01,2024,1,1630,999,02,,1300,10,MIST,4,4615,,,,,, 13.5, 10.5,994.5,1017.0,1017.0,
GWALIOR,02,01,2024,1,1700,050,03,,1200,10,MIST,9,,,,,,, 13.3, 10.8,994.5,1017.1,1017.1,
GWALIOR,02,01,2024,4,1730,999,02,,1200,10,MIST,9,,,,,,, 13.0, 10.7,994.7,1017.3,1017.3, 000.0
GWALIOR,02,01,2024,1,1800,020,03,,1200,10,MIST,9,,,,,,, 12.6, 10.7,994.9,1017.4,1017.4,
GWALIOR,02,01,2024,1,1830,040,03,,1000,10,MIST,9,,,,,,, 12.5, 10.9,995.2,1017.8,1017.8,
GWALIOR,02,01,2024,1,1900,030,04,,0800,45,FOG,9,,,,,,, 12.4, 11.1,995.2,1017.9,1017.8,
GWALIOR,02,01,2024,1,1930,999,02,,0800,45,FOG,9,,,,,,, 12.4, 11.3,995.5,1018.1,1018.0,
GWALIOR,02,01,2024,1,2000,040,03,,0800,45,FOG,9,,,,,,, 12.3, 11.8,995.7,1018.3,1018.3,
GWALIOR,02,01,2024,4,2030,050,03,,0700,45,FOG,9,,,,,,, 12.2, 12.0,995.7,1018.4,1018.3, 000.0
GWALIOR,02,01,2024,1,2100,020,03,,0700,45,FOG,9,,,,,,, 12.3, 12.1,996.0,1018.6,1018.5,
GWALIOR,02,01,2024,1,2130,010,03,,0700,45,FOG,9,,,,,,, 12.3, 12.1,996.0,1018.6,1018.5,
GWALIOR,02,01,2024,1,2200,360,03,,0700,45,FOG,9,,,,,,, 12.3, 12.1,996.0,1018.6,1018.5,
GWALIOR,02,01,2024,1,2230,999,01,,0500,45,FOG,9,,,,,,, 12.2, 12.0,995.9,1018.5,1018.4,
GWALIOR,02,01,2024,1,2300,999,01,,0500,45,FOG,9,,,,,,, 12.1, 12.0,995.7,1018.2,1018.2,
GWALIOR,02,01,2024,4,2330,999,02,,0400,47,FOG,9,,,,,,, 12.0, 12.0,995.6,1018.2,1018.1, 000.0
GWALIOR,03,01,2024,1,0000,999,01,,0300,47,FOG,9,,,,,,, 11.9, 11.9,995.5,1018.1,1018.0,
GWALIOR,03,01,2024,1,0030,999,01,,0300,47,FOG,9,,,,,,, 12.0, 12.0,995.5,1018.1,1018.0,
GWALIOR,03,01,2024,1,0100,999,01,,0300,45,FOG,9,,,,,,, 11.9, 11.7,995.2,1017.9,1017.8,
GWALIOR,03,01,2024,1,0130,999,02,,0300,45,FOG,9,,,,,,, 11.8, 11.6,995.1,1017.8,1017.7,
GWALIOR,03,01,2024,1,0200,999,02,,0300,45,FOG,9,,,,,,, 11.8, 11.6,995.1,1017.7,1017.6,
GWALIOR,03,01,2024,4,0230,999,02,,0300,45,FOG,9,,,,,,, 11.8, 11.6,995.0,1017.6,1017.5, 000.0
GWALIOR,03,01,2024,1,0300,999,02,,0300,45,FOG,9,,,,,,, 11.6, 11.4,995.0,1017.5,1017.6,
GWALIOR,03,01,2024,1,0330,030,04,,0300,45,FOG,9,,,,,,, 11.2, 11.0,995.0,1017.4,1017.5,
GWALIOR,03,01,2024,1,0400,030,05,,0300,45,FOG,9,,,,,,, 11.0, 10.9,994.9,1017.6,1017.4,
GWALIOR,03,01,2024,1,0430,999,02,,0300,45,FOG,9,,,,,,, 10.8, 10.7,995.2,1017.9,1017.7,
GWALIOR,03,01,2024,1,0500,999,02,,0300,45,FOG,9,,,,,,, 10.1, 10.8,995.2,1017.9,1017.7,
GWALIOR,03,01,2024,4,0530,999,02,,0300,45,FOG,9,,,,,,, 10.5, 10.5,995.4,1018.2,1018.0, 000.0
GWALIOR,03,01,2024,1,0600,030,03,,0300,45,FOG,9,,,,,,, 10.5, 10.5,995.7,1018.4,1018.2,
GWALIOR,03,01,2024,1,0630,040,03,,0300,45,FOG,9,,,,,,, 10.7, 10.7,995.7,1018.5,1018.3,
GWALIOR,03,01,2024,1,0700,999,01,,0300,45,FOG,9,,,,,,, 10.8, 10.8,996.0,1018.8,1018.6,
GWALIOR,03,01,2024,1,0730,020,03,,0500,43,FOG,9,,,,,,, 10.9, 10.8,996.4,1019.2,1019.0,
GWALIOR,03,01,2024,1,0800,999,01,,0500,45,FOG,9,,,,,,, 11.0, 10.8,997.0,1019.7,1019.6,
GWALIOR,03,01,2024,4,0830,050,03,,0600,43,FOG,9,,,,,,, 11.1, 10.9,997.0,1019.8,1019.7, 000.0
GWALIOR,03,01,2024,1,0900,050,03,,0600,45,FOG,9,,,,,,, 11.5, 11.3,997.4,1020.1,1020.0,
GWALIOR,03,01,2024,1,0930,080,04,,0700,45,FOG,9,,,,,,, 11.7, 11.5,997.9,1020.6,1020.5,
GWALIOR,03,01,2024,1,1000,060,03,,0700,45,FOG,9,,,,,,, 11.9, 11.7,998.0,1020.7,1020.7,
GWALIOR,03,01,2024,1,1030,050,03,,0700,45,FOG,9,,,,,,, 12.2, 12.0,998.0,1020.7,1020.7,
GWALIOR,03,01,2024,1,1100,050,03,,0700,45,FOG,9,,,,,,, 12.5, 12.4,997.5,1020.2,1020.2,
GWALIOR,03,01,2024,4,1130,070,04,,0700,45,FOG,9,,,,,,, 13.0, 12.2,997.2,1019.7,1019.8, 000.0
GWALIOR,03,01,2024,1,1200,999,02,,0800,43,FOG,9,,,,,,, 13.3, 12.3,996.7,1019.2,1019.3,
GWALIOR,03,01,2024,1,1230,999,01,,0800,45,FOG,9,,,,,,, 13.4, 12.3,996.2,1018.8,1018.8,
GWALIOR,03,01,2024,1,1300,999,01,,0800,45,FOG,9,,,,,,, 13.5, 12.5,996.0,1018.5,1018.5,
GWALIOR,03,01,2024,1,1330,999,01,,0800,45,FOG,9,,,,,,, 13.6, 12.5,995.5,1018.0,1018.0,
GWALIOR,03,01,2024,1,1400,999,02,,0800,45,FOG,9,,,,,,, 13.7, 12.6,994.9,1017.3,1017.4,
GWALIOR,03,01,2024,4,1430,999,02,,0800,45,FOG,9,,,,,,, 14.2, 12.1,994.5,1017.0,1017.1, 000.0
GWALIOR,03,01,2024,1,1500,999,02,,0800,45,FOG,9,,,,,,, 14.5, 11.7,994.2,1016.6,1016.7,
GWALIOR,03,01,2024,1,1530,010,04,,0800,45,FOG,9,,,,,,, 14.7, 11.7,993.7,1016.1,1016.3,
GWALIOR,03,01,2024,1,1600,350,04,,0800,45,FOG,9,,,,,,, 14.5, 12.0,993.6,1016.0,1016.1,
GWALIOR,03,01,2024,1,1630,360,05,,0800,45,FOG,9,,,,,,, 14.2, 12.2,993.7,1016.1,1016.2,
GWALIOR,03,01,2024,1,1700,350,04,,0800,45,FOG,9,,,,,,, 13.9, 12.1,993.9,1016.3,1016.4,
GWALIOR,03,01,2024,4,1730,360,04,,0800,45,FOG,9,,,,,,, 13.8, 12.4,994.2,1016.6,1016.7, 000.0
GWALIOR,03,01,2024,1,1800,350,03,,0700,45,FOG,9,,,,,,, 13.6, 12.5,994.5,1017.0,1017.1,
GWALIOR,03,01,2024,1,1830,340,03,,0700,45,FOG,9,,,,,,, 13.5, 13.2,994.7,1017.2,1017.3,
GWALIOR,03,01,2024,1,1900,360,03,,0700,45,FOG,9,,,,,,, 13.4, 13.2,994.7,1017.1,1017.2,
GWALIOR,03,01,2024,1,1930,999,02,,0700,45,FOG,9,,,,,,, 13.4, 13.2,995.0,1017.5,1017.5,
GWALIOR,03,01,2024,1,2000,350,04,,0600,47,FOG,9,,,,,,, 13.4, 13.2,995.3,1017.8,1017.8,
GWALIOR,03,01,2024,4,2030,320,04,,0600,45,FOG,9,,,,,,, 13.1, 12.9,995.4,1018.0,1018.0, 000.0
GWALIOR,03,01,2024,1,2100,350,04,,0500,47,FOG,9,,,,,,, 12.9, 12.7,995.5,1018.0,1018.0,
GWALIOR,03,01,2024,1,2130,360,03,,0500,45,FOG,9,,,,,,, 12.8, 12.6,995.5,1018.1,1018.1,
GWALIOR,03,01,2024,1,2200,340,03,,0500,45,FOG,9,,,,,,, 12.8, 12.6,995.7,1018.2,1018.2,
GWALIOR,03,01,2024,1,2230,330,03,,0500,45,FOG,9,,,,,,, 12.5, 12.3,995.7,1018.3,1018.2,
GWALIOR,03,01,2024,1,2300,999,02,,0500,45,FOG,9,,,,,,, 12.4, 12.2,995.7,1018.4,1018.3,
GWALIOR,03,01,2024,4,2330,999,02,,0400,47,FOG,9,,,,,,, 12.4, 12.2,995.6,1018.2,1018.2, 000.0
GWALIOR,04,01,2024,1,0000,999,02,,0400,45,FOG,9,,,,,,, 12.3, 12.1,995.5,1018.2,1018.1,
GWALIOR,04,01,2024,1,0030,999,02,,0400,45,FOG,9,,,,,,, 12.1, 11.9,995.2,1017.8,1017.7,
GWALIOR,04,01,2024,1,0100,999,02,,0400,45,FOG,9,,,,,,, 12.1, 12.0,995.2,1017.8,1017.7,
GWALIOR,04,01,2024,1,0130,999,02,,0300,47,FOG,9,,,,,,, 12.0, 12.0,995.3,1018.0,1017.8,
GWALIOR,04,01,2024,1,0200,999,02,,0300,45,FOG,9,,,,,,, 12.0, 12.0,995.3,1018.0,1017.8,
GWALIOR,04,01,2024,4,0230,320,04,,0300,45,FOG,9,,,,,,, 11.8, 11.7,995.4,1018.0,1017.9, 000.0
GWALIOR,04,01,2024,1,0300,310,04,,0300,45,FOG,9,,,,,,, 11.8, 11.7,995.4,1018.0,1017.9,
GWALIOR,04,01,2024,1,0330,999,02,,0300,45,FOG,9,,,,,,, 11.9, 11.9,998.3,1017.9,1017.8,
GWALIOR,04,01,2024,1,0400,999,02,,0300,45,FOG,9,,,,,,, 11.7, 11.7,995.2,1017.9,1017.8,
GWALIOR,04,01,2024,1,0430,999,02,,0300,45,FOG,9,,,,,,, 11.6, 11.6,995.3,1018.1,1018.0,
GWALIOR,04,01,2024,1,0500,999,02,,0300,45,FOG,9,,,,,,, 11.6, 11.6,995.5,1018.2,1018.1,
GWALIOR,04,01,2024,4,0530,360,03,,0300,45,FOG,9,,,,,,, 11.4, 11.4,996.0,1018.7,1018.5, 000.0
GWALIOR,04,01,2024,1,0600,330,03,,0300,45,FOG,9,,,,,,, 11.3, 11.3,996.4,1019.1,1019.0,
GWALIOR,04,01,2024,1,0630,330,03,,0300,45,FOG,9,,,,,,, 11.3, 11.3,996.7,1019.4,1019.3,
GWALIOR,04,01,2024,1,0700,999,02,,0300,45,FOG,9,,,,,,, 11.3, 11.2,997.0,1019.7,1019.6,
GWALIOR,04,01,2024,1,0730,999,02,,0300,45,FOG,9,,,,,,, 11.3, 11.3,997.4,1020.2,1020.1,
GWALIOR,04,01,2024,1,0800,999,02,,0300,45,FOG,9,,,,,,, 11.3, 11.3,997.6,1020.3,1020.2,
GWALIOR,04,01,2024,4,0830,999,02,,0300,45,FOG,9,,,,,,, 11.2, 11.2,998.2,1020.9,1020.8, 000.0
GWALIOR,04,01,2024,1,0900,300,03,,0300,45,FOG,9,,,,,,, 11.5, 11.5,998.4,1021.1,1021.0,
GWALIOR,04,01,2024,1,0930,310,03,,0400,43,FOG,9,,,,,,, 12.0, 11.8,998.8,1021.5,1021.5,
GWALIOR,04,01,2024,1,1000,999,02,,0500,43,FOG,9,,,,,,, 12.8, 12.6,998.9,1021.5,1021.5,
GWALIOR,04,01,2024,1,1030,999,02,,0600,43,FOG,9,,,,,,, 13.4, 12.7,998.5,1021.1,1021.2,
GWALIOR,04,01,2024,1,1100,280,05,,0600,45,FOG,9,,,,,,, 13.8, 11.4,998.2,1020.8,1020.9,
GWALIOR,04,01,2024,4,1130,290,06,,0600,45,FOG,9,,,,,,, 14.0, 11.8,997.7,1020.3,1020.4, 000.0
GWALIOR,04,01,2024,1,1200,290,06,,0700,43,FOG,9,,,,,,, 14.2, 11.9,997.2,1019.8,1019.9,
GWALIOR,04,01,2024,1,1230,280,05,,0700,45,FOG,9,,,,,,, 14.5, 11.9,996.5,1019.0,1019.1,
GWALIOR,04,01,2024,1,1300,300,06,,0800,43,FOG,9,,,,,,, 14.3, 11.8,996.2,1018.7,1018.8,
GWALIOR,04,01,2024,1,1330,300,06,,0800,45,FOG,9,,,,,,, 14.4, 12.1,995.8,1018.2,1018.4,
GWALIOR,04,01,2024,1,1400,300,05,,0800,45,FOG,9,,,,,,, 14.4, 12.0,995.5,1018.0,1018.1,
GWALIOR,04,01,2024,4,1430,270,04,,0600,47,FOG,9,,,,,,, 14.3, 12.0,995.2,1017.6,1017.7, 000.0
GWALIOR,04,01,2024,1,1500,300,05,,0600,45,FOG,9,,,,,,, 14.5, 12.2,994.9,1017.3,1017.5,
GWALIOR,04,01,2024,1,1530,270,04,,0600,45,FOG,9,,,,,,, 14.4, 12.1,994.7,1017.2,1017.3,
GWALIOR,04,01,2024,1,1600,999,02,,0600,45,FOG,9,,,,,,, 14.6, 12.3,994.7,1017.1,1017.2,
GWALIOR,04,01,2024,1,1630,290,03,,0600,45,FOG,9,,,,,,, 14.4, 12.3,994.4,1016.8,1016.9,
GWALIOR,04,01,2024,1,1700,290,03,,0600,45,FOG,0,,,,,,, 14.0, 12.4,994.5,1016.9,1017.0,
GWALIOR,04,01,2024,4,1730,999,02,,0600,44,FOG,0,,,,,,, 13.1, 12.9,994.7,1017.2,1017.2, 000.0
GWALIOR,04,01,2024,1,1800,999,02,,0600,44,FOG,0,,,,,,, 12.2, 12.1,994.9,1017.5,1017.4,
GWALIOR,04,01,2024,1,1830,999,02,,0500,46,FOG,0,,,,,,, 11.8, 11.6,995.2,1017.9,1017.8,
GWALIOR,04,01,2024,1,1900,999,02,,0500,44,FOG,0,,,,,,, 11.4, 11.2,995.4,1018.0,1017.9,
GWALIOR,04,01,2024,1,1930,999,02,,0500,45,FOG,9,,,,,,, 11.2, 11.1,995.4,1018.1,1017.9,
GWALIOR,04,01,2024,1,2000,000,00,,0500,45,FOG,9,,,,,,, 10.4, 10.4,995.5,1018.3,1018.1,
GWALIOR,04,01,2024,4,2030,999,01,,0500,45,FOG,9,,,,,,, 10.2, 10.2,995.7,1018.6,1018.3, 000.0
GWALIOR,04,01,2024,1,2100,999,02,,0500,45,FOG,9,,,,,,, 09.4, 09.4,995.9,1018.7,1018.4,
GWALIOR,04,01,2024,1,2130,999,02,,0300,47,FOG,9,,,,,,, 08.9, 08.9,995.8,1018.8,1018.4,
GWALIOR,04,01,2024,1,2200,999,01,,0100,47,FOG,9,,,,,,, 08.7, 08.7,995.9,1018.8,1018.4,
GWALIOR,04,01,2024,1,2230,999,01,,0000,47,FOG,9,,,,,,, 08.3, 08.3,995.8,1018.8,1018.4,
GWALIOR,04,01,2024,1,2300,999,01,,0000,45,FOG,9,,,,,,, 08.3, 08.3,995.7,1018.7,1018.3,
GWALIOR,04,01,2024,4,2330,999,02,,0000,45,FOG,9,,,,,,, 08.2, 08.2,995.5,1018.5,1018.1, 000.0
GWALIOR,05,01,2024,1,0000,999,01,,0000,45,FOG,9,,,,,,, 08.4, 08.4,995.7,1018.6,1018.2,
GWALIOR,05,01,2024,1,0030,999,02,,0000,45,FOG,9,,,,,,, 08.4, 08.4,995.5,1018.4,1018.1,
GWALIOR,05,01,2024,1,0100,999,02,,0000,45,FOG,9,,,,,,, 08.4, 08.4,995.5,1018.4,1018.1,
GWALIOR,05,01,2024,1,0130,999,01,,0300,43,FOG,9,,,,,,, 09.7, 09.7,995.5,1018.4,1018.1,
GWALIOR,05,01,2024,1,0200,999,02,,0300,45,FOG,9,,,,,,, 09.6, 09.6,995.2,1018.1,1017.8,
GWALIOR,05,01,2024,4,0230,999,02,,0300,45,FOG,9,,,,,,, 09.4, 09.4,995.2,1018.0,1017.7, 000.0
GWALIOR,05,01,2024,1,0300,999,02,,0300,45,FOG,9,,,,,,, 09.7, 09.7,995.5,1018.3,1018.0,
GWALIOR,05,01,2024,1,0330,280,04,,0300,45,FOG,9,,,,,,, 09.5, 09.5,995.1,1017.9,1017.6,
GWALIOR,05,01,2024,1,0400,300,03,,0300,45,FOG,9,,,,,,, 09.3, 09.3,995.1,1018.0,1017.7,
GWALIOR,05,01,2024,1,0430,999,02,,0300,45,FOG,9,,,,,,, 09.2, 09.2,995.1,1018.1,1017.7,
GWALIOR,05,01,2024,1,0500,999,02,,0300,45,FOG,9,,,,,,, 08.9, 08.9,995.4,1018.3,1017.9,
GWALIOR,05,01,2024,4,0530,999,02,,0000,47,FOG,9,,,,,,, 08.3, 08.3,995.5,1018.4,1018.0, 000.0
GWALIOR,05,01,2024,1,0600,999,02,,0000,45,FOG,9,,,,,,, 08.1, 08.1,995.7,1018.7,1018.3,
GWALIOR,05,01,2024,1,0630,999,01,,0000,45,FOG,9,,,,,,, 08.1, 08.1,996.1,1019.1,1018.7,
