STN_NAME,DD,MONTH,YEAR,T,GGGG,DDD,FF,FMFM,VIS,WX_CODE,WEATHER,N,CL1,CL2,CL3,CL4,CL5,CL6,DB,DP,QFE,QFF,QNH,RRR
AFA,01,01,2024,1,1030,150,07,,3000,05,HAZE,2,2075,,,,,, 24.1, 16.6,948.7,1017.2,1020.6,
AFA,01,01,2024,1,1100,170,07,,3500,05,HAZE,1,1075,,,,,, 25.0, 16.3,948.3,1016.7,1020.2,
AFA,01,01,2024,4,1130,160,05,,4000,05,HAZE,1,1075,,,,,, 25.5, 15.8,947.9,1016.1,1019.7, 000.0
AFA,01,01,2024,1,1200,110,05,,4500,05,HAZE,1,1075,,,,,, 26.5, 13.8,947.5,1015.5,1019.4,
AFA,01,01,2024,1,1230,130,06,,5000,05,HAZE,1,1075,,,,,, 26.6, 14.1,946.9,1014.8,1018.7,
AFA,01,01,2024,1,1300,120,06,,5000,05,HAZE,1,1075,,,,,, 27.2, 12.8,946.2,1013.9,1017.9,
AFA,01,01,2024,1,1330,120,04,,5000,05,HAZE,1,1075,,,,,, 27.9, 14.2,945.6,1013.1,1017.3,
AFA,01,01,2024,1,1400,140,05,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 28.3, 13.9,945.2,1012.6,1016.9,
AFA,01,01,2024,4,1430,090,07,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 28.6, 13.7,945.0,1012.2,1016.6, 000.0
AFA,01,01,2024,1,1500,120,05,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 28.1, 13.3,944.7,1012.1,1016.3,
AFA,01,01,2024,1,1530,120,06,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 28.0, 13.8,944.6,1012.0,1016.3,
AFA,01,01,2024,1,1600,100,05,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 27.9, 13.5,944.5,1012.0,1016.2,
AFA,01,01,2024,1,1630,120,06,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 27.6, 13.8,944.5,1012.1,1016.2,
AFA,01,01,2024,1,1700,120,06,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 27.0, 14.0,944.8,1012.4,1016.4,
AFA,01,01,2024,4,1730,140,04,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 25.7, 15.0,945.0,1013.0,1016.7, 000.0
AFA,01,01,2024,1,1800,150,03,,6000,01,CLOUD DECREASING,0,,,,,,, 24.1, 15.4,945.3,1013.6,1017.0,
AFA,01,01,2024,1,1830,140,03,,6000,02,CLOUD UNCHANGED,0,,,,,,, 23.2, 15.3,945.7,1014.2,1017.4,
AFA,01,01,2024,1,1900,120,04,,5000,05,HAZE,0,,,,,,, 22.9, 16.0,946.0,1014.7,1017.8,
AFA,01,01,2024,1,1930,130,03,,5000,05,HAZE,0,,,,,,, 21.9, 15.7,946.4,1015.3,1018.1,
AFA,01,01,2024,1,2000,130,04,,5000,05,HAZE,0,,,,,,, 21.8, 15.9,946.8,1015.7,1018.6,
AFA,01,01,2024,4,2030,140,05,,5000,05,HAZE,0,,,,,,, 21.7, 16.2,947.0,1016.1,1018.9, 000.0
AFA,01,01,2024,1,2100,130,04,,5000,10,MIST,0,,,,,,, 20.9, 16.3,947.2,1016.4,1019.0,
AFA,01,01,2024,1,2200,130,04,,5000,10,MIST,0,,,,,,, 20.2, 16.6,947.4,1016.8,1019.3,
AFA,01,01,2024,3,2300,130,03,,4000,10,MIST,0,,,,,,, 19.1, 16.5,947.3,1016.9,1019.1,
AFA,01,01,2024,4,2330,110,03,,4000,10,MIST,0,,,,,,, 19.0, 16.8,947.0,1016.6,1018.8, 000.0
AFA,02,01,2024,1,0000,130,03,,4000,10,MIST,0,,,,,,, 18.9, 16.9,946.6,1016.2,1018.4,
AFA,02,01,2024,1,0100,100,03,,4000,10,MIST,0,,,,,,, 18.3, 16.6,946.5,1016.3,1018.3,
AFA,02,01,2024,1,0200,110,04,,4000,10,MIST,0,,,,,,, 18.1, 16.9,945.9,1015.6,1017.6,
AFA,02,01,2024,4,0230,999,02,,4000,10,MIST,0,,,,,,, 17.8, 16.8,945.5,1015.4,1017.3, 000.0
AFA,02,01,2024,2,0300,999,02,,3000,10,MIST,0,,,,,,, 17.8, 17.0,945.3,1015.1,1017.0,
AFA,02,01,2024,1,0400,120,03,,3000,10,MIST,0,,,,,,, 16.9, 16.7,945.0,1015.0,1016.7,
AFA,02,01,2024,3,0500,110,03,,2000,10,MIST,0,,,,,,, 16.4, 16.2,945.3,1015.5,1017.0,
AFA,02,01,2024,4,0530,110,03,,1500,10,MIST,1,1075,,,,,, 16.6, 16.6,945.5,1015.6,1017.2, 000.0
AFA,02,01,2024,1,0600,110,04,,1000,10,MIST,1,1075,,,,,, 16.4, 16.4,945.8,1016.0,1017.5,
AFA,02,01,2024,1,0630,110,04,,0600,47,FOG,2,2075,,,,,, 16.4, 16.4,946.0,1016.2,1017.7,
AFA,02,01,2024,1,0700,100,03,,0600,44,FOG,3,3359,1075,,,,, 16.7, 16.7,946.6,1016.8,1018.4,
AFA,02,01,2024,1,0730,999,02,,0700,42,FOG,4,4359,1075,,,,, 16.8, 16.8,946.9,1017.1,1018.7,
AFA,02,01,2024,2,0800,999,02,,0800,44,FOG,3,3359,,,,,, 18.1, 18.1,947.3,1017.2,1019.2,
AFA,02,01,2024,4,0830,999,02,,0800,44,FOG,3,3359,,,,,, 19.5, 18.5,947.9,1017.4,1019.7, 000.0
AFA,02,01,2024,1,0900,140,07,,1200,10,MIST,2,2359,,,,,, 20.9, 18.4,947.9,1017.1,1019.8,
AFA,02,01,2024,1,0930,140,09,,1500,10,MIST,2,2359,,,,,, 21.9, 18.6,948.1,1017.1,1020.0,
AFA,02,01,2024,3,1000,120,09,,2000,10,MIST,1,1359,,,,,, 21.6, 18.5,948.1,1017.1,1020.0,
AFA,02,01,2024,1,1030,150,09,,2000,10,MIST,4,4710,,,,,, 21.9, 17.8,947.8,1016.8,1019.7,
AFA,02,01,2024,1,1100,150,07,,2000,05,HAZE,1,1615,,,,,, 23.0, 17.8,947.4,1016.1,1019.3,
AFA,02,01,2024,4,1130,140,08,,2500,05,HAZE,0,,,,,,, 23.9, 16.8,947.1,1015.4,1018.8, 000.0
AFA,02,01,2024,1,1200,130,07,,3000,05,HAZE,0,,,,,,, 25.2, 17.3,946.5,1014.6,1018.3,
AFA,02,01,2024,1,1230,110,07,,3500,05,HAZE,0,,,,,,, 26.1, 17.0,945.9,1013.8,1017.6,
AFA,02,01,2024,1,1300,110,07,,3500,05,HAZE,0,,,,,,, 26.8, 17.0,945.2,1012.8,1016.9,
AFA,02,01,2024,3,1330,110,07,,4000,05,HAZE,0,,,,,,, 26.8, 16.2,944.9,1012.5,1016.6,
AFA,02,01,2024,1,1400,100,07,,4500,05,HAZE,0,,,,,,, 27.0, 16.4,944.4,1011.8,1016.0,
AFA,02,01,2024,4,1430,140,07,,5000,05,HAZE,1,1360,,,,,, 27.2, 16.3,943.9,1011.3,1015.5, 000.0
AFA,02,01,2024,1,1500,140,07,,5000,05,HAZE,1,1360,,,,,, 27.5, 15.6,943.7,1011.1,1015.3,
AFA,02,01,2024,1,1530,130,08,,5000,05,HAZE,1,1360,,,,,, 27.5, 15.0,943.5,1010.9,1015.1,
AFA,02,01,2024,1,1600,120,07,,5000,05,HAZE,1,1360,,,,,, 27.2, 14.7,943.4,1011.0,1015.1,
AFA,02,01,2024,1,1630,120,07,,5000,05,HAZE,1,1360,,,,,, 26.8, 15.3,943.5,1011.1,1015.1,
AFA,02,01,2024,1,1700,140,06,,5000,05,HAZE,0,,,,,,, 26.0, 16.2,943.8,1011.5,1015.4,
AFA,02,01,2024,4,1730,140,06,,5000,05,HAZE,0,,,,,,, 25.0, 16.0,944.1,1012.1,1015.7, 000.0
AFA,02,01,2024,1,1800,140,05,,5000,05,HAZE,0,,,,,,, 23.8, 16.3,944.6,1013.0,1016.3,
AFA,02,01,2024,1,1830,140,05,,5000,05,HAZE,0,,,,,,, 22.9, 16.0,944.9,1013.5,1016.6,
AFA,02,01,2024,1,1900,140,06,,5000,05,HAZE,0,,,,,,, 22.6, 16.2,945.6,1014.4,1017.4,
AFA,02,01,2024,1,1930,140,06,,5000,05,HAZE,0,,,,,,, 22.2, 16.3,946.0,1014.8,1017.7,
AFA,02,01,2024,1,2000,120,05,,5000,05,HAZE,0,,,,,,, 21.8, 16.3,946.5,1015.4,1018.3,
AFA,02,01,2024,4,2030,140,05,,5000,05,HAZE,0,,,,,,, 21.3, 16.5,946.7,1015.7,1018.5, 000.0
AFA,02,01,2024,1,2100,130,04,,5000,10,MIST,0,,,,,,, 20.7, 16.7,946.8,1016.0,1018.6,
AFA,02,01,2024,1,2200,140,04,,5000,10,MIST,0,,,,,,, 20.0, 17.2,947.1,1016.5,1018.9,
AFA,02,01,2024,1,2300,140,04,,5000,10,MIST,0,,,,,,, 19.8, 17.2,946.8,1016.2,1018.6,
AFA,02,01,2024,4,2330,110,04,,5000,10,MIST,0,,,,,,, 19.7, 17.1,946.6,1016.0,1018.4, 000.0
AFA,03,01,2024,1,0000,120,04,,5000,10,MIST,0,,,,,,, 19.1, 16.9,946.4,1015.9,1018.1,
AFA,03,01,2024,1,0100,130,05,,5000,10,MIST,0,,,,,,, 19.2, 17.0,946.1,1015.6,1017.8,
AFA,03,01,2024,1,0200,140,04,,5000,10,MIST,0,,,,,,, 19.2, 17.6,945.6,1015.0,1017.3,
AFA,03,01,2024,4,0230,140,05,,5000,10,MIST,0,,,,,,, 19.2, 18.0,945.3,1014.7,1017.0, 000.0
AFA,03,01,2024,1,0300,150,04,,4000,10,MIST,0,,,,,,, 18.9, 18.0,945.2,1014.7,1016.9,
AFA,03,01,2024,2,0400,150,04,,3000,10,MIST,1,1360,,,,,, 18.4, 17.8,944.9,1014.5,1016.6,
AFA,03,01,2024,1,0500,999,02,,2000,10,MIST,1,1360,,,,,, 17.7, 17.4,945.1,1014.9,1016.8,
AFA,03,01,2024,4,0530,999,02,,1500,10,MIST,0,,,,,,, 17.6, 17.6,945.3,1015.1,1017.0, 000.0
AFA,03,01,2024,2,0600,999,02,,1000,10,MIST,1,1360,,,,,, 17.2, 17.2,945.8,1015.8,1017.5,
AFA,03,01,2024,2,0630,999,02,,0800,46,FOG,2,2075,,,,,, 16.9, 16.9,946.0,1016.1,1017.7,
AFA,03,01,2024,2,0650,999,02,,0600,46,FOG,2,2075,,,,,, 16.7, 16.7,946.2,1016.3,1017.9,
AFA,03,01,2024,1,0700,999,02,,0400,46,FOG,2,2075,,,,,, 16.7, 16.7,946.3,1016.5,1018.0,
AFA,03,01,2024,1,0730,120,03,,0200,46,FOG,1,1075,,,,,, 16.8, 16.8,946.5,1016.7,1018.3,
AFA,03,01,2024,1,0800,130,07,,0100,45,FOG,9,,,,,,, 17.6, 17.6,947.0,1017.2,1018.8,
AFA,03,01,2024,4,0830,140,09,,0800,42,FOG,3,3710,,,,,, 18.3, 18.3,947.4,1017.6,1019.2, 000.0
AFA,03,01,2024,2,0900,150,08,,1500,10,MIST,3,3710,,,,,, 19.4, 18.7,947.7,1017.2,1019.5,
AFA,03,01,2024,2,0930,140,09,,1800,10,MIST,3,3710,,,,,, 21.4, 17.5,947.7,1016.8,1019.6,
AFA,03,01,2024,3,1000,160,10,,2000,05,HAZE,2,2612,,,,,, 23.1, 16.6,947.7,1016.4,1019.5,
AFA,03,01,2024,1,1030,150,09,,2500,05,HAZE,1,1075,,,,,, 23.5, 16.8,947.5,1016.1,1019.4,
AFA,03,01,2024,2,1100,140,09,,3000,05,HAZE,1,1075,,,,,, 24.2, 17.1,947.2,1015.5,1019.0,
AFA,03,01,2024,4,1130,140,08,,3000,05,HAZE,1,1075,,,,,, 24.8, 17.4,946.7,1014.9,1018.5, 000.0
AFA,03,01,2024,1,1200,150,08,,3000,05,HAZE,1,1075,,,,,, 25.3, 16.8,946.1,1014.1,1017.8,
AFA,03,01,2024,1,1230,160,08,,3500,05,HAZE,1,1075,,,,,, 26.0, 16.5,945.3,1013.2,1017.1,
AFA,03,01,2024,1,1300,160,07,,3500,05,HAZE,1,1075,,,,,, 26.5, 15.7,944.8,1012.4,1016.5,
AFA,03,01,2024,3,1330,130,07,,4000,05,HAZE,1,1075,,,,,, 27.1, 15.4,944.3,1011.9,1016.0,
AFA,03,01,2024,1,1400,130,09,,4500,05,HAZE,1,1075,,,,,, 26.9, 15.0,943.9,1011.4,1015.5,
AFA,03,01,2024,4,1430,160,08,,5000,05,HAZE,1,1075,,,,,, 27.1, 14.9,943.5,1011.0,1015.1, 000.0
AFA,03,01,2024,1,1500,150,07,,5000,05,HAZE,1,1075,,,,,, 27.1, 15.1,943.3,1010.9,1014.9,
AFA,03,01,2024,1,1530,140,07,,5000,05,HAZE,1,1075,,,,,, 26.8, 15.1,943.1,1010.7,1014.7,
AFA,03,01,2024,1,1600,150,08,,5000,05,HAZE,1,1075,,,,,, 26.9, 15.3,943.2,1010.8,1014.8,
AFA,03,01,2024,1,1630,150,08,,5000,05,HAZE,1,1075,,,,,, 26.1, 15.2,943.4,1011.2,1015.0,
AFA,03,01,2024,1,1700,140,09,,5000,05,HAZE,1,1075,,,,,, 25.6, 15.6,943.5,1011.4,1015.2,
AFA,03,01,2024,4,1730,140,07,,5000,05,HAZE,1,1075,,,,,, 24.7, 15.2,943.8,1011.9,1015.5, 000.0
AFA,03,01,2024,1,1800,130,05,,5000,05,HAZE,1,1075,,,,,, 23.8, 15.6,944.2,1012.5,1015.8,
AFA,03,01,2024,1,1830,130,05,,5000,05,HAZE,1,1075,,,,,, 23.0, 16.1,944.4,1012.9,1016.0,
AFA,03,01,2024,1,1900,130,05,,5000,05,HAZE,1,1075,,,,,, 22.4, 16.3,944.4,1013.1,1016.1,
AFA,03,01,2024,1,1930,120,05,,5000,05,HAZE,1,1075,,,,,, 21.6, 15.9,944.8,1013.7,1016.4,
AFA,03,01,2024,1,2000,130,05,,5000,05,HAZE,1,1075,,,,,, 21.2, 16.2,945.0,1014.0,1016.7,
AFA,03,01,2024,4,2030,110,05,,5000,10,MIST,1,1075,,,,,, 20.5, 16.1,945.2,1014.4,1016.9, 000.0
AFA,03,01,2024,1,2100,110,05,,5000,10,MIST,1,1075,,,,,, 20.5, 16.5,945.4,1014.5,1017.1,
AFA,03,01,2024,1,2200,120,04,,5000,10,MIST,1,1075,,,,,, 19.4, 16.3,945.6,1015.0,1017.3,
AFA,03,01,2024,1,2300,120,03,,5000,10,MIST,1,1075,,,,,, 19.5, 16.1,945.8,1015.2,1017.5,
AFA,03,01,2024,4,2330,999,02,,5000,10,MIST,1,1075,,,,,, 19.2, 16.1,945.8,1015.3,1017.5, 000.0
AFA,04,01,2024,1,0000,120,04,,5000,10,MIST,1,1075,,,,,, 18.9, 16.1,946.1,1015.7,1017.8,
AFA,04,01,2024,1,0100,130,04,,5000,10,MIST,1,1075,,,,,, 18.6, 16.7,945.8,1015.4,1017.5,
AFA,04,01,2024,1,0200,130,04,,5000,10,MIST,1,1075,,,,,, 18.1, 16.8,945.0,1014.7,1016.7,
AFA,04,01,2024,4,0230,110,05,,5000,10,MIST,1,1075,,,,,, 18.2, 17.2,944.7,1014.4,1016.4, 000.0
AFA,04,01,2024,1,0300,120,04,,4000,10,MIST,1,1075,,,,,, 18.2, 17.6,944.6,1014.3,1016.3,
AFA,04,01,2024,1,0400,110,05,,3000,10,MIST,3,3710,,,,,, 18.9, 18.7,945.1,1014.6,1016.8,
AFA,04,01,2024,3,0500,120,03,,2000,10,MIST,3,3710,,,,,, 18.8, 18.3,945.6,1015.1,1017.3,
AFA,04,01,2024,4,0530,110,04,,1000,10,MIST,3,3710,,,,,, 18.6, 18.6,945.9,1015.5,1017.6, 000.0
AFA,04,01,2024,2,0600,140,09,,0800,46,FOG,3,3710,,,,,, 19.1, 19.0,946.2,1015.7,1018.0,
AFA,04,01,2024,1,0630,140,08,,0600,46,FOG,3,3710,,,,,, 19.2, 19.1,946.3,1015.8,1018.1,
AFA,04,01,2024,1,0700,130,07,,0600,44,FOG,4,4710,,,,,, 19.1, 19.0,946.7,1016.2,1018.4,
AFA,04,01,2024,2,0730,140,09,,0600,42,FOG,6,6710,,,,,, 19.2, 18.7,946.8,1016.3,1018.6,
AFA,04,01,2024,1,0800,140,09,,0800,44,FOG,6,5710,2075,,,,, 19.7, 18.7,947.0,1016.4,1018.9,
AFA,04,01,2024,2,0815,140,09,,1500,10,MIST,5,5708,2075,,,,, 20.2, 18.8,947.2,1016.4,1019.0,
AFA,04,01,2024,4,0830,140,09,,1500,10,MIST,6,5708,2075,,,,, 20.3, 18.6,947.5,1016.8,1019.3, 000.0
AFA,04,01,2024,1,0900,140,12,,1500,10,MIST,6,5710,2075,,,,, 20.8, 18.2,947.8,1017.1,1019.7,
AFA,04,01,2024,1,0930,150,13,,1700,10,MIST,5,2615,3075,,,,, 21.9, 18.1,947.7,1016.7,1019.6,
AFA,04,01,2024,1,1000,160,13,,2000,10,MIST,3,3615,,,,,, 22.9, 18.1,947.8,1016.5,1019.6,
AFA,04,01,2024,1,1030,150,13,,2500,05,HAZE,3,3615,2075,,,,, 23.3, 17.9,947.7,1016.4,1019.6,
AFA,04,01,2024,1,1100,150,11,,2500,05,HAZE,3,1615,3075,,,,, 24.1, 17.7,947.4,1015.8,1019.3,
AFA,04,01,2024,4,1130,180,11,,3000,05,HAZE,3,1615,3075,,,,, 25.0, 17.4,946.9,1015.1,1018.0, 000.0
AFA,04,01,2024,1,1200,150,10,,3500,05,HAZE,2,2075,,,,,, 25.5, 17.4,946.3,1014.2,1018.0,
AFA,04,01,2024,1,1230,160,09,,3500,05,HAZE,2,2075,,,,,, 26.7, 17.5,945.5,1013.1,1017.2,
AFA,04,01,2024,3,1300,160,08,,4000,05,HAZE,2,2075,,,,,, 26.9, 17.5,944.9,1012.5,1016.6,
AFA,04,01,2024,1,1330,170,06,,4000,05,HAZE,2,2075,,,,,, 27.0, 16.7,944.3,1011.9,1016.0,
AFA,04,01,2024,1,1400,180,07,,4000,05,HAZE,2,2075,,,,,, 27.3, 16.3,944.0,1011.4,1015.6,
AFA,04,01,2024,4,1430,160,05,,4500,05,HAZE,1,1075,,,,,, 28.1, 15.6,943.5,1010.8,1015.2, 000.0
AFA,04,01,2024,2,1500,150,07,,5000,05,HAZE,1,1075,,,,,, 27.8, 15.1,943.4,1010.7,1015.0,
AFA,04,01,2024,1,1530,140,06,,5000,05,HAZE,1,1075,,,,,, 28.1, 14.3,943.1,1010.4,1014.7,
AFA,04,01,2024,1,1600,130,06,,5000,05,HAZE,1,1075,,,,,, 28.1, 12.5,943.0,1010.4,1014.6,
AFA,04,01,2024,1,1630,120,07,,5000,05,HAZE,1,1075,,,,,, 27.4, 14.1,943.1,1010.5,1014.6,
AFA,04,01,2024,1,1700,130,06,,5000,05,HAZE,1,1075,,,,,, 26.9, 13.7,943.3,1010.8,1014.9,
AFA,04,01,2024,4,1730,140,05,,5000,05,HAZE,2,2075,,,,,, 25.7, 14.8,943.7,1011.5,1015.3, 000.0
AFA,04,01,2024,1,1800,120,05,,5000,05,HAZE,2,2075,,,,,, 24.5, 15.4,944.0,1012.1,1015.6,
AFA,04,01,2024,1,1830,120,04,,5000,05,HAZE,2,2075,,,,,, 23.3, 15.9,944.3,1012.7,1015.9,
AFA,04,01,2024,1,1900,120,04,,5000,05,HAZE,2,2075,,,,,, 22.7, 16.0,944.7,1013.3,1016.3,
AFA,04,01,2024,1,1930,130,04,,5000,05,HAZE,2,2075,,,,,, 22.2, 16.1,945.2,1014.0,1016.9,
AFA,04,01,2024,1,2000,120,04,,5000,05,HAZE,2,2075,,,,,, 21.7, 16.1,945.6,1014.5,1017.3,
AFA,04,01,2024,4,2030,140,04,,5000,05,HAZE,2,2075,,,,,, 21.4, 16.4,945.7,1014.6,1017.4, 000.0
AFA,04,01,2024,1,2100,130,03,,5000,10,MIST,2,2075,,,,,, 21.1, 16.6,946.0,1015.1,1017.8,
AFA,04,01,2024,1,2200,130,03,,5000,10,MIST,2,2075,,,,,, 20.2, 16.8,946.1,1015.4,1017.8,
AFA,04,01,2024,1,2300,140,03,,5000,10,MIST,2,2075,,,,,, 19.9, 17.2,945.9,1015.3,1017.7,
AFA,04,01,2024,4,2330,140,04,,5000,10,MIST,2,2075,,,,,, 19.8, 17.2,945.8,1015.1,1017.5, 000.0
AFA,05,01,2024,1,0000,140,04,,5000,10,MIST,2,2075,,,,,, 19.6, 17.2,945.5,1014.8,1017.2,
AFA,05,01,2024,1,0100,140,06,,5000,10,MIST,2,2075,,,,,, 19.6, 17.1,945.2,1014.6,1016.9,
AFA,05,01,2024,1,0200,140,07,,5000,10,MIST,2,2075,,,,,, 19.1, 17.3,944.8,1014.2,1016.4,
AFA,05,01,2024,4,0230,160,07,,5000,10,MIST,2,2075,,,,,, 19.1, 17.7,944.6,1014.0,1016.3, 000.0
AFA,05,01,2024,3,0300,150,07,,4000,10,MIST,2,2075,,,,,, 19.4, 18.1,944.3,1013.6,1015.9,
AFA,05,01,2024,2,0400,140,06,,3000,10,MIST,2,2075,,,,,, 18.9, 17.8,944.1,1013.6,1015.8,
AFA,05,01,2024,3,0500,140,08,,2000,10,MIST,2,2075,,,,,, 18.7, 17.7,944.5,1014.0,1016.1,
AFA,05,01,2024,4,0530,140,08,,1500,10,MIST,2,2075,,,,,, 18.7, 17.0,944.8,1014.3,1016.4, 000.0
AFA,05,01,2024,1,0600,150,07,,1500,10,MIST,2,2075,,,,,, 18.4, 16.6,945.2,1014.8,1016.9,
AFA,05,01,2024,2,0630,160,09,,0800,46,FOG,2,2075,,,,,, 18.3, 16.3,945.7,1015.4,1017.4,
AFA,05,01,2024,1,0700,140,04,,1000,10,MIST,2,2075,,,,,, 17.6, 16.1,946.0,1015.9,1017.7,
AFA,05,01,2024,2,0730,140,06,,1500,10,MIST,2,2075,,,,,, 18.0, 16.9,946.2,1016.0,1017.9,
AFA,05,01,2024,1,0800,140,07,,1500,10,MIST,2,2075,,,,,, 18.5, 17.9,946.5,1016.3,1018.4,
AFA,05,01,2024,4,0830,160,09,,1500,10,MIST,3,3710,,,,,, 19.3, 18.2,947.2,1016.8,1019.1, 000.0
AFA,05,01,2024,1,0900,150,10,,1500,10,MIST,4,4710,,,,,, 20.5, 17.8,947.5,1016.6,1019.3,
AFA,05,01,2024,1,0930,160,12,,2000,10,MIST,2,2360,,,,,, 21.8, 17.0,947.5,1016.5,1019.3,
AFA,05,01,2024,1,1000,160,12,,2500,05,HAZE,2,2360,,,,,, 22.8, 16.5,947.5,1016.3,1019.3,
AFA,05,01,2024,2,1030,160,10,,3000,05,HAZE,1,1360,,,,,, 23.9, 16.5,947.3,1015.8,1019.1,
AFA,05,01,2024,1,1100,170,11,,4000,05,HAZE,1,1075,,,,,, 24.8, 15.4,946.8,1015.0,1018.6,
AFA,05,01,2024,4,1130,140,13,,4000,05,HAZE,1,1075,,,,,, 25.1, 14.8,946.2,1014.5,1018.0, 000.0
AFA,05,01,2024,1,1200,170,12,,4500,05,HAZE,1,1075,,,,,, 26.0, 14.5,945.6,1013.5,1017.4,
AFA,05,01,2024,2,1230,160,11,,5000,05,HAZE,1,1075,,,,,, 27.1, 14.4,945.0,1012.6,1016.6,
AFA,05,01,2024,1,1300,150,10,,5000,05,HAZE,1,1075,,,,,, 27.0, 13.7,944.5,1012.2,1016.1,
AFA,05,01,2024,1,1330,140,10,,5000,05,HAZE,1,1075,,,,,, 27.2, 13.0,944.0,1011.6,1015.6,
AFA,05,01,2024,1,1400,160,08,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 27.9, 13.2,943.6,1011.0,1015.2,
AFA,05,01,2024,4,1430,140,08,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 28.1, 13.3,943.3,1010.7,1014.9, 000.0
AFA,05,01,2024,1,1500,140,08,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 27.9, 13.2,943.2,1010.6,1014.8,
AFA,05,01,2024,1,1530,130,08,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 27.9, 13.7,943.1,1010.4,1014.6,
AFA,05,01,2024,1,1600,130,09,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 27.7, 13.8,943.1,1010.5,1014.7,
AFA,05,01,2024,1,1630,140,07,,6000,02,CLOUD UNCHANGED,1,1075,,,,,, 27.2, 12.9,943.4,1010.9,1015.0,
AFA,05,01,2024,1,1700,140,08,,6000,01,CLOUD DECREASING,0,,,,,,, 26.5, 12.6,943.6,1011.4,1015.3,
AFA,05,01,2024,4,1730,140,06,,6000,02,CLOUD UNCHANGED,0,,,,,,, 25.5, 12.4,944.0,1012.0,1015.6, 000.0
AFA,05,01,2024,1,1800,130,05,,6000,02,CLOUD UNCHANGED,0,,,,,,, 24.2, 12.7,944.2,1012.5,1015.8,
AFA,05,01,2024,1,1830,120,05,,6000,02,CLOUD UNCHANGED,0,,,,,,, 23.2, 12.8,944.6,1013.2,1016.2,
AFA,05,01,2024,1,1900,130,05,,5000,05,HAZE,1,1075,,,,,, 22.8, 13.3,945.1,1013.8,1016.8,
AFA,05,01,2024,1,1930,120,04,,5000,05,HAZE,1,1075,,,,,, 21.8, 13.8,945.7,1014.6,1017.4,
